Id;FirstName;LastName;TeamName;TeamCode;TeamUri;Nationality;CountryCode;DateOfBirth;Status;PhotoUri;GeneralClassification;SprintClassification;MountainClassification;GeneralClassificationRank;YouthClassificationRank;SprintClassificationRank;MountainClassificationRank;CombativityClassificationRank;CombinedClassificationRank;IsWithdrawn;WithdrawalStageId;StageId;WithdrawalReason;YoungClassification
193;Grega;BOLE;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Slovenia;SLO;1985-08-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3865/photo;144, 03:55:29, 87:50:45;113, 6;NA;144;0;113;0;0;0;FALSE;0;0;NA;NA
194;Borut;BOZIC;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Slovenia;SLO;1980-08-08T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3866/photo;162, 04:18:41, 88:13:57;102, 8;NA;162;0;102;0;0;0;FALSE;0;0;NA;NA
195;Janez;BRAJKOVIC;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Slovenia;SLO;1983-12-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3867/photo;45, 02:00:38, 85:55:54;NA;NA;45;0;0;0;0;0;FALSE;0;0;NA;NA
196;Ondrej;CINK;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Czech Republic;CZE;0001-01-01T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3868/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;212;0;AB;NA
197;Sonny;COLBRELLI;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Italy;ITA;1990-05-17T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3869/photo;123, 03:36:22, 87:31:38;4, 163;NA;123;0;4;0;0;0;FALSE;0;0;NA;NA
198;Tsgabu Gebremaryam;GRMAY;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Ethiopia;ETH;1991-08-25T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3870/photo;72, 02:40:10, 86:35:26;NA;46, 2;72;0;0;46;0;0;FALSE;0;0;NA;NA
199;Javier;MORENO BAZAN;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Spain;ESP;1984-07-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3871/photo;119, 03:32:06, 87:27:22;NA;NA;119;0;0;0;0;0;FALSE;0;0;NA;NA
201;Guillaume;MARTIN;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;France;FRA;1993-06-09T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3872/photo;23, 00:53:52, 84:49:08;61, 22;33, 6;23;5;61;33;0;0;FALSE;0;0;NA;5, 00:47:38, 84:49:08
202;Frederik;BACKAERT;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;Belgium;BEL;1990-03-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3873/photo;132, 03:46:36, 87:41:52;27, 54;50, 1;132;0;27;50;0;0;FALSE;0;0;NA;NA
203;Thomas;DEGAND;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;Belgium;BEL;1986-05-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3874/photo;34, 01:34:02, 85:29:18;NA;NA;34;0;0;0;0;0;FALSE;0;0;NA;NA
204;Marco;MINNAARD ;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;Netherlands;NED;1989-04-11T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3875/photo;40, 01:48:11, 85:43:27;103, 7;NA;40;0;103;0;0;0;FALSE;0;0;NA;NA
205;Yoann;OFFREDO;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;France;FRA;1986-11-12T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3876/photo;111, 03:20:50, 87:16:06;44, 33;NA;111;0;44;0;0;0;FALSE;0;0;NA;NA
206;Andrea;PASQUALON;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;Italy;ITA;1988-01-02T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3877/photo;138, 03:51:18, 87:46:34;101, 8;NA;138;0;101;0;0;0;FALSE;0;0;NA;NA
207;Dion;SMITH;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;New Zealand;NZL;1993-03-03T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3878/photo;124, 03:39:24, 87:34:40;58, 24;NA;124;19;58;0;0;0;FALSE;0;0;NA;19, 03:33:10, 87:34:40
208;Guillaume;VAN KEIRSBULCK;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;Belgium;BEL;1991-02-14T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3879/photo;147, 03:59:48, 87:55:04;64, 20;51, 1;147;0;64;51;0;0;FALSE;0;0;NA;NA
209;Pieter;VANSPEYBROUCK;WANTY - GROUPE GOBERT;WGG;http://fep-api.dimensiondata.com/v2/teams/977;Belgium;BEL;1987-02-10T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3880/photo;101, 03:09:38, 87:04:54;54, 26;NA;101;0;54;0;0;0;FALSE;0;0;NA;NA
211;DANIEL;MC LAY;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;United Kingdom;GBR;1992-01-03T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3881/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;210;0;AB;NA
212;Maxime;BOUET;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;France;FRA;1986-03-11T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3882/photo;55, 02:13:23, 86:08:39;43, 34;49, 1;55;0;43;49;0;0;FALSE;0;0;NA;NA
213;Brice;FEILLU;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;France;FRA;1985-07-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3883/photo;16, 00:36:46, 84:32:02;120, 3;24, 11;16;0;120;24;0;0;FALSE;0;0;NA;NA
214;Elie;GESBERT;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;France;FRA;0001-01-01T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3884/photo;86, 02:55:13, 86:50:29;26, 56;39, 3;86;12;26;39;0;0;FALSE;0;0;NA;12, 02:48:59, 86:50:29
215;Romain;HARDY;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;France;FRA;1988-08-24T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3885/photo;27, 01:12:51, 85:08:07;48, 27;40, 2;27;0;48;40;0;0;FALSE;0;0;NA;NA
216;Pierre-Luc;PERICHON;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;France;FRA;1987-01-04T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3886/photo;42, 01:57:29, 85:52:45;57, 24;56, 1;42;0;57;56;0;0;FALSE;0;0;NA;NA
217;Laurent;PICHON;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;France;FRA;1986-07-19T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3887/photo;125, 03:39:45, 87:35:01;83, 15;NA;125;0;83;0;0;0;FALSE;0;0;NA;NA
218;Eduardo;SEPULVEDA;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;Argentina;ARG;1991-06-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3888/photo;67, 02:31:05, 86:26:21;NA;NA;67;0;0;0;0;0;FALSE;0;0;NA;NA
219;Florian;VACHON;TEAM FORTUNEO - OSCARO;TFO;http://fep-api.dimensiondata.com/v2/teams/990;France;FRA;1985-01-02T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3889/photo;103, 03:13:10, 87:08:26;116, 5;NA;103;0;116;0;0;0;FALSE;0;0;NA;NA
